shard_id,projection_id,hf_module_path,sim_module_path,sim_layer,target_gpt2_block,qkv_component,sim_input_start,sim_input_end,sim_output_start,sim_output_end,canonical_row_start,canonical_row_end,canonical_col_start,canonical_col_end,tile_id,tier_id,policy,placement_seed,weights_in_shard,weights_in_projection,shard_weight,sensitivity_score
decoder_stack.layers.0.ffn1#r1c4,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,512,768,2048,2560,2048,2560,512,768,55,2,static_sensitivity,42,131072,2359296,0.05555555555555555,0.2156455889038142
decoder_stack.layers.0.ffn1#r1c5,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,512,768,2560,3072,2560,3072,512,768,56,2,static_sensitivity,42,131072,2359296,0.05555555555555555,0.2156455889038142
decoder_stack.layers.0.ffn2#r0c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,0,512,0,512,0,512,0,512,17,1,static_sensitivity,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r0c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,0,512,512,768,512,768,0,512,23,1,static_sensitivity,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.0.ffn2#r1c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,512,1024,0,512,0,512,512,1024,71,1,static_sensitivity,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r1c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,512,1024,512,768,512,768,512,1024,46,1,static_sensitivity,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.0.ffn2#r2c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,1024,1536,0,512,0,512,1024,1536,37,0,static_sensitivity,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r2c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,1024,1536,512,768,512,768,1024,1536,60,0,static_sensitivity,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.0.ffn2#r3c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,1536,2048,0,512,0,512,1536,2048,24,0,static_sensitivity,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r3c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,1536,2048,512,768,512,768,1536,2048,43,0,static_sensitivity,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.0.ffn2#r4c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,2048,2560,0,512,0,512,2048,2560,67,0,static_sensitivity,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r4c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,2048,2560,512,768,512,768,2048,2560,41,0,static_sensitivity,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.0.ffn2#r5c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,2560,3072,0,512,0,512,2560,3072,38,0,static_sensitivity,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r5c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,2560,3072,512,768,512,768,2560,3072,14,0,static_sensitivity,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.1.q_proj_out#r0c0,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.q_proj_out,1,2,Q,0,512,0,512,0,512,0,512,8,0,static_sensitivity,42,262144,1769472,0.14814814814814814,1.7787354935574413
decoder_stack.layers.1.q_proj_out#r0c1,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.q_proj_out,1,2,Q,0,512,512,768,512,768,0,512,9,0,static_sensitivity,42,131072,1769472,0.07407407407407407,1.7787354935574413
decoder_stack.layers.1.q_proj_out#r1c0,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.q_proj_out,1,2,Q,512,768,0,512,0,512,512,768,10,0,static_sensitivity,42,131072,1769472,0.07407407407407407,1.7787354935574413
decoder_stack.layers.1.q_proj_out#r1c1,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.q_proj_out,1,2,Q,512,768,512,768,512,768,512,768,11,0,static_sensitivity,42,65536,1769472,0.037037037037037035,1.7787354935574413
decoder_stack.layers.1.k_proj_out#r0c0,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.k_proj_out,1,2,K,0,512,0,512,768,1280,0,512,4,0,static_sensitivity,42,262144,1769472,0.14814814814814814,1.7787354935574413
decoder_stack.layers.1.k_proj_out#r0c1,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.k_proj_out,1,2,K,0,512,512,768,1280,1536,0,512,5,0,static_sensitivity,42,131072,1769472,0.07407407407407407,1.7787354935574413
decoder_stack.layers.1.k_proj_out#r1c0,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.k_proj_out,1,2,K,512,768,0,512,768,1280,512,768,6,0,static_sensitivity,42,131072,1769472,0.07407407407407407,1.7787354935574413
decoder_stack.layers.1.k_proj_out#r1c1,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.k_proj_out,1,2,K,512,768,512,768,1280,1536,512,768,7,0,static_sensitivity,42,65536,1769472,0.037037037037037035,1.7787354935574413
decoder_stack.layers.1.v_proj_out#r0c0,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.v_proj_out,1,2,V,0,512,0,512,1536,2048,0,512,12,0,static_sensitivity,42,262144,1769472,0.14814814814814814,1.7787354935574413
decoder_stack.layers.1.v_proj_out#r0c1,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.v_proj_out,1,2,V,0,512,512,768,2048,2304,0,512,13,0,static_sensitivity,42,131072,1769472,0.07407407407407407,1.7787354935574413
decoder_stack.layers.1.v_proj_out#r1c0,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.v_proj_out,1,2,V,512,768,0,512,1536,2048,512,768,15,0,static_sensitivity,42,131072,1769472,0.07407407407407407,1.7787354935574413
decoder_stack.layers.1.v_proj_out#r1c1,block_2/attn.c_attn,transformer.h.2.attn.c_attn,decoder_stack.layers.1.v_proj_out,1,2,V,512,768,512,768,2048,2304,512,768,16,0,static_sensitivity,42,65536,1769472,0.037037037037037035,1.7787354935574413
decoder_stack.layers.1.out_proj#r0c0,block_1/attn.c_proj,transformer.h.1.attn.c_proj,decoder_stack.layers.1.out_proj,1,1,,0,512,0,512,0,512,0,512,53,0,static_sensitivity,42,262144,589824,0.4444444444444444,0.3935577137229167
decoder_stack.layers.1.out_proj#r0c1,block_1/attn.c_proj,transformer.h.1.attn.c_proj,decoder_stack.layers.1.out_proj,1,1,,0,512,512,768,512,768,0,512,54,0,static_sensitivity,42,131072,589824,0.2222222222222222,0.3935577137229167
decoder_stack.layers.1.out_proj#r1c0,block_1/attn.c_proj,transformer.h.1.attn.c_proj,decoder_stack.layers.1.out_proj,1,1,,512,768,0,512,0,512,512,768,55,0,static_sensitivity,42,131072,589824,0.2222222222222222,0.3935577137229167
decoder_stack.layers.1.out_proj#r1c1,block_1/attn.c_proj,transformer.h.1.attn.c_proj,decoder_stack.layers.1.out_proj,1,1,,512,768,512,768,512,768,512,768,56,0,static_sensitivity,42,65536,589824,0.1111111111111111,0.3935577137229167
decoder_stack.layers.1.ffn1#r0c0,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,0,512,0,512,0,512,0,512,17,5,static_sensitivity,42,262144,2359296,0.1111111111111111,1.290026538938735
decoder_stack.layers.1.ffn1#r0c1,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,0,512,512,1024,512,1024,0,512,23,5,static_sensitivity,42,262144,2359296,0.1111111111111111,1.290026538938735
decoder_stack.layers.1.ffn1#r0c2,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,0,512,1024,1536,1024,1536,0,512,71,5,static_sensitivity,42,262144,2359296,0.1111111111111111,1.290026538938735
decoder_stack.layers.1.ffn1#r0c3,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,0,512,1536,2048,1536,2048,0,512,46,5,static_sensitivity,42,262144,2359296,0.1111111111111111,1.290026538938735
decoder_stack.layers.1.ffn1#r0c4,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,0,512,2048,2560,2048,2560,0,512,37,3,static_sensitivity,42,262144,2359296,0.1111111111111111,1.290026538938735
decoder_stack.layers.1.ffn1#r0c5,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,0,512,2560,3072,2560,3072,0,512,60,3,static_sensitivity,42,262144,2359296,0.1111111111111111,1.290026538938735
decoder_stack.layers.1.ffn1#r1c0,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,512,768,0,512,0,512,512,768,24,3,static_sensitivity,42,131072,2359296,0.05555555555555555,1.290026538938735
decoder_stack.layers.1.ffn1#r1c1,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,512,768,512,1024,512,1024,512,768,43,3,static_sensitivity,42,131072,2359296,0.05555555555555555,1.290026538938735
decoder_stack.layers.1.ffn1#r1c2,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,512,768,1024,1536,1024,1536,512,768,67,3,static_sensitivity,42,131072,2359296,0.05555555555555555,1.290026538938735
decoder_stack.layers.1.ffn1#r1c3,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,512,768,1536,2048,1536,2048,512,768,41,3,static_sensitivity,42,131072,2359296,0.05555555555555555,1.290026538938735
decoder_stack.layers.1.ffn1#r1c4,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,512,768,2048,2560,2048,2560,512,768,38,3,static_sensitivity,42,131072,2359296,0.05555555555555555,1.290026538938735
decoder_stack.layers.1.ffn1#r1c5,block_1/mlp.c_fc,transformer.h.1.mlp.c_fc,decoder_stack.layers.1.ffn1,1,1,,512,768,2560,3072,2560,3072,512,768,14,3,static_sensitivity,42,131072,2359296,0.05555555555555555,1.290026538938735
decoder_stack.layers.1.ffn2#r0c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,0,512,0,512,0,512,0,512,17,6,static_sensitivity,42,262144,2359296,0.1111111111111111,1.2110609606543832
decoder_stack.layers.1.ffn2#r0c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,0,512,512,768,512,768,0,512,23,6,static_sensitivity,42,131072,2359296,0.05555555555555555,1.2110609606543832
decoder_stack.layers.1.ffn2#r1c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,512,1024,0,512,0,512,512,1024,71,6,static_sensitivity,42,262144,2359296,0.1111111111111111,1.2110609606543832
decoder_stack.layers.1.ffn2#r1c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,512,1024,512,768,512,768,512,1024,46,6,static_sensitivity,42,131072,2359296,0.05555555555555555,1.2110609606543832
decoder_stack.layers.1.ffn2#r2c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,1024,1536,0,512,0,512,1024,1536,37,4,static_sensitivity,42,262144,2359296,0.1111111111111111,1.2110609606543832
decoder_stack.layers.1.ffn2#r2c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,1024,1536,512,768,512,768,1024,1536,60,4,static_sensitivity,42,131072,2359296,0.05555555555555555,1.2110609606543832
decoder_stack.layers.1.ffn2#r3c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,1536,2048,0,512,0,512,1536,2048,24,4,static_sensitivity,42,262144,2359296,0.1111111111111111,1.2110609606543832
decoder_stack.layers.1.ffn2#r3c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,1536,2048,512,768,512,768,1536,2048,43,4,static_sensitivity,42,131072,2359296,0.05555555555555555,1.2110609606543832
decoder_stack.layers.1.ffn2#r4c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,2048,2560,0,512,0,512,2048,2560,67,4,static_sensitivity,42,262144,2359296,0.1111111111111111,1.2110609606543832
decoder_stack.layers.1.ffn2#r4c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,2048,2560,512,768,512,768,2048,2560,41,4,static_sensitivity,42,131072,2359296,0.05555555555555555,1.2110609606543832
decoder_stack.layers.1.ffn2#r5c0,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,2560,3072,0,512,0,512,2560,3072,38,4,static_sensitivity,42,262144,2359296,0.1111111111111111,1.2110609606543832
decoder_stack.layers.1.ffn2#r5c1,block_1/mlp.c_proj,transformer.h.1.mlp.c_proj,decoder_stack.layers.1.ffn2,1,1,,2560,3072,512,768,512,768,2560,3072,14,4,static_sensitivity,42,131072,2359296,0.05555555555555555,1.2110609606543832
decoder_stack.layers.2.q_proj_out#r0c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.q_proj_out,2,3,Q,0,512,0,512,0,512,0,512,32,2,static_sensitivity,42,262144,1769472,0.14814814814814814,0.6515651177712506
decoder_stack.layers.2.q_proj_out#r0c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.q_proj_out,2,3,Q,0,512,512,768,512,768,0,512,33,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.q_proj_out#r1c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.q_proj_out,2,3,Q,512,768,0,512,0,512,512,768,34,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.q_proj_out#r1c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.q_proj_out,2,3,Q,512,768,512,768,512,768,512,768,35,2,static_sensitivity,42,65536,1769472,0.037037037037037035,0.6515651177712506
decoder_stack.layers.2.k_proj_out#r0c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,3,K,0,512,0,512,768,1280,0,512,28,2,static_sensitivity,42,262144,1769472,0.14814814814814814,0.6515651177712506
decoder_stack.layers.2.k_proj_out#r0c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,3,K,0,512,512,768,1280,1536,0,512,29,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.k_proj_out#r1c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,3,K,512,768,0,512,768,1280,512,768,30,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.k_proj_out#r1c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,3,K,512,768,512,768,1280,1536,512,768,31,2,static_sensitivity,42,65536,1769472,0.037037037037037035,0.6515651177712506
decoder_stack.layers.2.v_proj_out#r0c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,3,V,0,512,0,512,1536,2048,0,512,36,2,static_sensitivity,42,262144,1769472,0.14814814814814814,0.6515651177712506
decoder_stack.layers.2.v_proj_out#r0c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,3,V,0,512,512,768,2048,2304,0,512,39,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.v_proj_out#r1c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,3,V,512,768,0,512,1536,2048,512,768,40,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.v_proj_out#r1c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,3,V,512,768,512,768,2048,2304,512,768,42,2,static_sensitivity,42,65536,1769472,0.037037037037037035,0.6515651177712506
decoder_stack.layers.2.out_proj#r0c0,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,2,,0,512,0,512,0,512,0,512,4,4,static_sensitivity,42,262144,589824,0.4444444444444444,0.14741466404128117
decoder_stack.layers.2.out_proj#r0c1,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,2,,0,512,512,768,512,768,0,512,5,4,static_sensitivity,42,131072,589824,0.2222222222222222,0.14741466404128117
decoder_stack.layers.2.out_proj#r1c0,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,2,,512,768,0,512,0,512,512,768,6,4,static_sensitivity,42,131072,589824,0.2222222222222222,0.14741466404128117
decoder_stack.layers.2.out_proj#r1c1,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,2,,512,768,512,768,512,768,512,768,7,4,static_sensitivity,42,65536,589824,0.1111111111111111,0.14741466404128117
decoder_stack.layers.2.ffn1#r0c0,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,0,512,0,512,0,512,17,3,static_sensitivity,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c1,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,512,1024,512,1024,0,512,23,3,static_sensitivity,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c2,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,1024,1536,1024,1536,0,512,71,3,static_sensitivity,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c3,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,1536,2048,1536,2048,0,512,46,3,static_sensitivity,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c4,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,2048,2560,2048,2560,0,512,37,1,static_sensitivity,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c5,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,2560,3072,2560,3072,0,512,60,1,static_sensitivity,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r1c0,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,0,512,0,512,512,768,24,1,static_sensitivity,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c1,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,512,1024,512,1024,512,768,43,1,static_sensitivity,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c2,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,1024,1536,1024,1536,512,768,67,1,static_sensitivity,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c3,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,1536,2048,1536,2048,512,768,41,1,static_sensitivity,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c4,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,2048,2560,2048,2560,512,768,38,1,static_sensitivity,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c5,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,2560,3072,2560,3072,512,768,14,1,static_sensitivity,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn2#r0c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,0,512,0,512,0,512,0,512,17,4,static_sensitivity,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r0c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,0,512,512,768,512,768,0,512,23,4,static_sensitivity,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r1c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,512,1024,0,512,0,512,512,1024,71,4,static_sensitivity,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r1c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,512,1024,512,768,512,768,512,1024,46,4,static_sensitivity,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r2c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,1024,1536,0,512,0,512,1024,1536,37,2,static_sensitivity,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r2c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,1024,1536,512,768,512,768,1024,1536,60,2,static_sensitivity,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r3c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,1536,2048,0,512,0,512,1536,2048,24,2,static_sensitivity,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r3c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,1536,2048,512,768,512,768,1536,2048,43,2,static_sensitivity,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r4c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,2048,2560,0,512,0,512,2048,2560,67,2,static_sensitivity,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r4c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,2048,2560,512,768,512,768,2048,2560,41,2,static_sensitivity,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r5c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,2560,3072,0,512,0,512,2560,3072,38,2,static_sensitivity,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r5c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,2560,3072,512,768,512,768,2560,3072,14,2,static_sensitivity,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.3.q_proj_out#r0c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,4,Q,0,512,0,512,0,512,0,512,18,2,static_sensitivity,42,262144,1769472,0.14814814814814814,0.738783729916662
decoder_stack.layers.3.q_proj_out#r0c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,4,Q,0,512,512,768,512,768,0,512,19,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.q_proj_out#r1c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,4,Q,512,768,0,512,0,512,512,768,20,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.q_proj_out#r1c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,4,Q,512,768,512,768,512,768,512,768,21,2,static_sensitivity,42,65536,1769472,0.037037037037037035,0.738783729916662
decoder_stack.layers.3.k_proj_out#r0c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,4,K,0,512,0,512,768,1280,0,512,12,2,static_sensitivity,42,262144,1769472,0.14814814814814814,0.738783729916662
decoder_stack.layers.3.k_proj_out#r0c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,4,K,0,512,512,768,1280,1536,0,512,13,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.k_proj_out#r1c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,4,K,512,768,0,512,768,1280,512,768,15,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.k_proj_out#r1c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,4,K,512,768,512,768,1280,1536,512,768,16,2,static_sensitivity,42,65536,1769472,0.037037037037037035,0.738783729916662
decoder_stack.layers.3.v_proj_out#r0c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,4,V,0,512,0,512,1536,2048,0,512,22,2,static_sensitivity,42,262144,1769472,0.14814814814814814,0.738783729916662
decoder_stack.layers.3.v_proj_out#r0c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,4,V,0,512,512,768,2048,2304,0,512,25,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.v_proj_out#r1c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,4,V,512,768,0,512,1536,2048,512,768,26,2,static_sensitivity,42,131072,1769472,0.07407407407407407,0.738783729916662
